thomas_num,thomas_name,id,icpsr,congress,year,st_name,cd,Democrat?,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,LES,LES Rank In Party,Total in Party,Benchmark,Expectations?
6489,"McGovern, James",1072103,29729,107,2001-02,MA,3,1,0,0,0,0,0,10,0,0,0,0,2,0,2,2,2,0.386233836,74,214,0.222557113,Exceeds Expectations
6490,"McHugh, John",1073224,39316,107,2001-02,NY,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.078034982,207,228,1.56229043,Below Expectations
6491,"McInnis, Scott",1070603,29326,107,2001-02,CO,3,0,0,0,0,0,0,28,4,5,2,0,0,0,0,0,0,1.773685455,68,228,1.56229043,Meets Expectations
6492,"McIntyre, Mike",1073307,29746,107,2001-02,NC,7,1,0,0,0,0,0,5,1,0,0,0,2,1,1,1,0,0.278647184,104,214,0.222557113,Meets Expectations
6493,"McKeon, Howard",1070525,29315,107,2001-02,CA,25,0,1,1,1,0,0,9,0,2,1,0,0,0,0,0,0,1.012431026,105,228,1.56229043,Meets Expectations
6494,"McKinney, Cynthia",1071004,29344,107,2001-02,GA,4,1,0,0,0,0,0,15,0,0,0,0,3,0,1,1,1,0.355429679,82,214,0.367039293,Meets Expectations
6495,"McNulty, Michael",1073221,15614,107,2001-02,NY,21,1,0,0,0,0,0,9,1,1,0,0,2,0,0,0,0,0.380623251,75,214,0.511521518,Meets Expectations
6496,"Meehan, Martin",1072105,29358,107,2001-02,MA,5,1,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0.120558962,163,214,0.367039293,Below Expectations
6497,"Meek, Carrie",1070917,29334,107,2001-02,FL,17,1,0,0,0,0,0,8,2,2,1,1,1,0,1,1,1,1.152635932,17,214,0.367039293,Exceeds Expectations
6498,"Meeks, Gregory",1073206,29776,107,2001-02,NY,6,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.078034982,185,214,0.150316015,Meets Expectations
6499,"Menendez, Robert",1073013,29373,107,2001-02,NJ,13,1,0,0,0,0,0,9,0,0,0,0,1,0,1,1,1,0.255544901,113,214,0.367039293,Meets Expectations
6500,"Mica, John",1070907,29331,107,2001-02,FL,7,0,1,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0.612336278,143,228,1.56229043,Below Expectations
6501,"Millender-McDonald, Juanita",1070537,29586,107,2001-02,CA,37,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.26531896,110,214,0.222557113,Meets Expectations
6502,"Miller, Gary",1070541,29905,107,2001-02,CA,41,0,1,1,1,1,0,4,1,1,1,1,0,0,0,0,0,1.526337504,77,228,0.782190859,Exceeds Expectations
6503,"Miller, Jeff",1070901.2,20110,107,2001-02,FL,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,1,0.193116918,192,228,0.709949732,Below Expectations
6504,"Miller, George",1070507,14256,107,2001-02,CA,7,1,0,0,0,0,0,24,4,2,1,0,1,1,1,0,0,1.273303628,12,214,1.017209172,Meets Expectations
6505,"Miller, Dan",1070913,29333,107,2001-02,FL,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.078034982,209,228,1.56229043,Below Expectations
6506,"Mink, Patsy",1071102,10757,107,2001-02,HI,2,1,0,0,0,0,0,54,1,1,1,1,2,0,1,1,1,1.639761686,6,214,0.439280391,Exceeds Expectations
6507,"Moakley, John",1072109.1,14039,107,2001-02,MA,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,202,214,1.08945024,Below Expectations
6508,"Mollohan, Alan",1074801,15083,107,2001-02,WV,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,205,214,0.728244781,Below Expectations
6509,"Moore, Dennis",1071603,29915,107,2001-02,KS,3,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.280925959,103,214,0.150316015,Exceeds Expectations
6510,"Moran, James",1074608,29149,107,2001-02,VA,8,1,0,0,0,0,0,11,1,0,0,0,1,0,1,1,1,0.405736804,70,214,0.439280391,Meets Expectations
6511,"Moran, Jerry",1071601,29722,107,2001-02,KS,1,0,0,0,0,0,0,21,3,3,3,0,1,1,1,1,1,1.597496867,72,228,1.417808175,Meets Expectations
6512,"Morella, Constance",1072008,15434,107,2001-02,MD,8,0,0,0,0,0,0,36,5,5,5,3,0,0,0,0,0,3.352108479,25,228,1.779013753,Exceeds Expectations
6513,"Murtha, John",1073812,14072,107,2001-02,PA,12,1,0,0,0,0,0,13,2,2,2,2,0,0,0,0,0,1.560452104,8,214,1.017209172,Exceeds Expectations
6514,"Myrick, Sue",1073309,29549,107,2001-02,NC,9,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0.515030921,150,228,0.926673055,Meets Expectations
6515,"Nadler, Jerrold",1073208,29377,107,2001-02,NY,8,1,0,0,0,0,0,30,0,1,1,1,1,0,0,0,0,1.031134009,22,214,0.367039293,Exceeds Expectations
6516,"Napolitano, Grace",1070534,29903,107,2001-02,CA,34,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,204,214,0.150316015,Below Expectations
6517,"Neal, Richard",1072102,15616,107,2001-02,MA,2,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.296532929,101,214,0.511521518,Meets Expectations
6518,"Nethercutt, George",1074705,29581,107,2001-02,WA,5,0,0,0,0,0,0,14,2,1,1,0,0,0,0,0,0,0.714433372,130,228,0.926673055,Meets Expectations
6519,"Ney, Robert",1073518,29552,107,2001-02,OH,18,0,3,2,3,2,1,8,0,0,0,0,0,0,0,0,0,2.559853315,42,228,4.579776287,Meets Expectations
6520,"Northup, Anne",1071703,29725,107,2001-02,KY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,0.854431927,Below Expectations
6521,"Norton, Eleanor",107.4,.,107,2001-02,DC,1,.,0,0,0,0,0,24,3,3,3,3,0,0,0,0,0,2.410909653,.,.,0.439280391,Exceeds Expectations
6522,"Norwood, Charles",1071010,29513,107,2001-02,GA,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.046820991,214,228,1.490049362,Below Expectations
6523,"Nussle, Jim",1071502,29118,107,2001-02,IA,2,0,0,0,0,0,0,17,1,2,1,1,0,0,0,0,0,1.059039116,103,228,4.724258423,Below Expectations
6524,"Oberstar, James",1072308,14265,107,2001-02,MN,8,1,0,0,0,0,0,16,2,1,1,0,0,0,0,0,0,0.745647311,36,214,1.017209172,Meets Expectations
6525,"Obey, David",1074907,12036,107,2001-02,WI,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.062427986,194,214,1.233932495,Below Expectations
6526,"Olver, John",1072101,29123,107,2001-02,MA,1,1,0,0,0,0,0,6,2,2,1,1,0,0,0,0,0,1.006340027,23,214,0.439280391,Exceeds Expectations
6527,"Ortiz, Solomon",1074327,15049,107,2001-02,TX,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015606997,208,214,0.728244781,Below Expectations
6528,"Osborne, Tom",1072703,20126,107,2001-02,NE,3,0,0,0,0,0,0,6,2,2,1,0,0,0,0,0,0,0.704516947,132,228,0.709949732,Meets Expectations
6529,"Ose, Doug",1070503,29902,107,2001-02,CA,3,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0.262562275,180,228,1.345567107,Below Expectations
6530,"Otter, C.",1071201,20114,107,2001-02,ID,1,0,0,0,0,0,0,10,2,2,1,1,3,1,1,0,0,1.124915719,100,228,0.709949732,Exceeds Expectations
6531,"Owens, Major",1073211,15050,107,2001-02,NY,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.187283963,133,214,0.728244781,Below Expectations
6532,"Oxley, Michael",1073504,14875,107,2001-02,OH,4,0,4,4,4,4,2,6,1,2,2,1,0,0,0,0,0,5.378210545,10,228,5.085464001,Meets Expectations
6533,"Pallone, Frank",1073006,15454,107,2001-02,NJ,6,1,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0.533759296,54,214,0.511521518,Meets Expectations
6534,"Pascrell, Bill",1073008,29741,107,2001-02,NJ,8,1,0,0,0,0,0,17,2,1,1,1,1,0,0,0,0,1.066198826,21,214,0.222557113,Exceeds Expectations
6535,"Pastor, Ed",1070302,29101,107,2001-02,AZ,2,1,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0.756815553,34,214,0.439280391,Exceeds Expectations
6536,"Paul, Ron",1074314,14290,107,2001-02,TX,14,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,0.814685225,121,228,0.854431927,Meets Expectations
6537,"Payne, Donald",1073010,15619,107,2001-02,NJ,10,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.049942389,197,214,0.511521518,Below Expectations
6538,"Pelosi, Nancy",1070508,15448,107,2001-02,CA,8,1,0,0,0,0,0,3,0,0,0,0,3,1,1,1,0,0.131576687,156,214,0.583762586,Below Expectations
6539,"Pence, Mike",1071402,20117,107,2001-02,IN,2,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0.549366295,145,228,1.273326039,Below Expectations
6540,"Peterson, Collin",1072307,29127,107,2001-02,MN,7,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0.315261334,93,214,0.439280391,Meets Expectations
6541,"Peterson, John",1073805,29751,107,2001-02,PA,5,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0,0.708555281,131,228,0.854431927,Meets Expectations
6542,"Petri, Thomas",1074906,14675,107,2001-02,WI,6,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0.259076148,183,228,2.067978144,Below Expectations
6543,"Phelps, David",1071319,29913,107,2001-02,IL,19,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,207,214,0.150316015,Below Expectations
6544,"Pickering, Charles",1072403,29734,107,2001-02,MS,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.202890962,190,228,0.854431927,Below Expectations
6545,"Pitts, Joseph",1073816,29752,107,2001-02,PA,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.218497962,189,228,0.854431927,Below Expectations
6546,"Platts, Todd",1073819,20135,107,2001-02,PA,19,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0.143584371,200,228,0.709949732,Below Expectations
6547,"Pombo, Richard",1070511,29311,107,2001-02,CA,11,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0.309383273,171,228,1.56229043,Below Expectations
6548,"Pomeroy, Earl",1073401,29384,107,2001-02,ND,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.156069964,146,214,0.367039293,Below Expectations
6549,"Portman, Rob",1073502,29386,107,2001-02,OH,2,0,3,2,3,2,1,16,3,3,3,3,0,0,0,0,0,4.721050739,12,228,0.998914123,Exceeds Expectations
6550,"Price, David",1073304,15438,107,2001-02,NC,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,203,214,0.222557113,Below Expectations
6551,"Pryce, Deborah",1073515,29390,107,2001-02,OH,15,0,1,0,1,1,0,9,0,1,0,0,0,0,0,0,0,0.802575707,122,228,1.56229043,Meets Expectations
6552,"Putnam, Adam",1070912,20113,107,2001-02,FL,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.062427986,211,228,0.709949732,Below Expectations
6553,"Quinn, Jack",1073230,29381,107,2001-02,NY,30,0,0,0,0,0,0,13,1,2,1,1,0,0,0,0,0,0.996611118,106,228,1.56229043,Meets Expectations
6554,"Radanovich, George",1070519,29505,107,2001-02,CA,19,0,0,0,0,0,0,15,5,5,2,1,1,0,0,0,0,1.994716883,57,228,1.490049362,Meets Expectations
6555,"Rahall, Nick",1074803,14448,107,2001-02,WV,3,1,0,0,0,0,0,14,5,4,3,1,0,0,0,0,0,2.004088879,1,214,0.944968104,Exceeds Expectations
6556,"Ramstad, Jim",1072303,29126,107,2001-02,MN,3,0,0,0,0,0,0,21,1,2,2,2,1,0,1,1,1,1.681412101,69,228,1.07115519,Exceeds Expectations
6557,"Rangel, Charles",1073215,13035,107,2001-02,NY,15,1,0,0,0,0,0,28,0,0,0,0,7,1,1,1,0,0.534237206,53,214,1.161691427,Below Expectations
6558,"Regula, Ralph",1073516,14045,107,2001-02,OH,16,0,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1.454324484,82,228,2.284701347,Meets Expectations
6559,"Rehberg, Dennis",1072601,20125,107,2001-02,MT,1,0,0,0,0,0,0,10,4,3,0,0,2,0,2,2,2,1.206964135,96,228,0.709949732,Exceeds Expectations
6560,"Reyes, Silvestre",1074316,29764,107,2001-02,TX,16,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0.321868867,90,214,0.222557113,Meets Expectations
6561,"Reynolds, Thomas",1073227,29928,107,2001-02,NY,27,0,0,0,0,0,0,13,0,0,0,0,2,2,2,2,2,0.480645984,154,228,0.782190859,Meets Expectations
6562,"Riley, Bob",1070103,29700,107,2001-02,AL,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.078034982,206,228,0.854431927,Below Expectations
6563,"Rivers, Lynn",1072213,29531,107,2001-02,MI,13,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.26531896,107,214,0.294798195,Meets Expectations
6564,"Rodriguez, Ciro",1074328,29771,107,2001-02,TX,28,1,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0.470599473,58,214,0.222557113,Exceeds Expectations
6565,"Roemer, Tim",1071403,29117,107,2001-02,IN,3,1,0,0,0,0,0,6,2,1,1,1,1,0,0,0,0,0.894521892,27,214,0.439280391,Exceeds Expectations
6566,"Rogers, Harold",1071705,14854,107,2001-02,KY,5,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2.280388594,46,228,1.995736957,Meets Expectations
6567,"Rogers, Mike",1072208,20120,107,2001-02,MI,8,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0.54863447,146,228,0.709949732,Meets Expectations
6568,"Rohrabacher, Dana",1070545,15621,107,2001-02,CA,45,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0.54863447,147,228,1.706772566,Below Expectations
6569,"Ros-Lehtinen, Ileana",1070918,15634,107,2001-02,FL,18,0,1,1,1,1,0,6,0,0,0,0,1,0,0,0,0,0.881892323,116,228,1.706772566,Meets Expectations
6570,"Ross, Mike",1070404,20102,107,2001-02,AR,4,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0.327559471,88,214,0.078074917,Exceeds Expectations
6571,"Rothman, Steven",1073009,29742,107,2001-02,NJ,9,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0.146705776,150,214,0.222557113,Meets Expectations
6572,"Roukema, Marge",1073005,14855,107,2001-02,NJ,5,0,0,0,0,0,0,24,3,3,2,0,3,0,0,0,0,1.371764541,86,228,1.995736957,Meets Expectations
6573,"Roybal-Allard, Lucille",1070533,29317,107,2001-02,CA,33,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.156069964,143,214,0.367039293,Below Expectations
6574,"Royce, Edward",1070539,29321,107,2001-02,CA,39,0,1,1,1,1,1,11,0,1,1,0,0,0,0,0,0,1.818431735,64,228,1.56229043,Meets Expectations
6575,"Rush, Bobby",1071301,29346,107,2001-02,IL,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.109248981,168,214,0.367039293,Below Expectations
6576,"Ryan, Paul",1074901,29939,107,2001-02,WI,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0.224188551,188,228,0.782190859,Below Expectations
6577,"Ryun, Jim",1071602,29723,107,2001-02,KS,2,0,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0.731479645,128,228,0.854431927,Meets Expectations
6578,"Sabo, Martin",1072305,14656,107,2001-02,MN,5,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0.034335393,201,214,0.872726977,Below Expectations
6579,"Sanchez, Loretta",1070546,29709,107,2001-02,CA,46,1,0,0,0,0,0,8,0,0,0,0,1,0,1,1,1,0.239937901,117,214,0.222557113,Meets Expectations
6580,"Sanders, Bernard",1074501,29147,107,2001-02,VT,1,.,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.343353927,.,.,0.439280391,Meets Expectations
6581,"Sandlin, Max",1074301,29757,107,2001-02,TX,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.093641981,180,214,0.222557113,Below Expectations
6582,"Sawyer, Tom",1073514,15442,107,2001-02,OH,14,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.062427986,193,214,0.583762586,Below Expectations
6583,"Saxton, Jim",1073003,15112,107,2001-02,NJ,3,0,0,0,0,0,0,20,5,1,1,1,0,0,0,0,0,1.466832161,80,228,1.851254821,Meets Expectations
6584,"Scarborough, Joe",1070901.1,39508,107,2001-02,FL,1,0,0,0,0,0,0,8,1,1,1,1,4,0,0,0,0,0.816122174,120,228,0.926673055,Meets Expectations
6585,"Schaffer, Bob",1070604,29711,107,2001-02,CO,4,0,0,0,0,0,0,8,1,1,0,0,1,0,1,1,1,0.473855376,155,228,0.854431927,Meets Expectations
6586,"Schakowsky, Janice",1071309,29911,107,2001-02,IL,9,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.202890962,127,214,0.150316015,Meets Expectations
6587,"Schiff, Adam",1070527,20104,107,2001-02,CA,27,1,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0.436808437,63,214,0.078074917,Exceeds Expectations
6588,"Schrock, Edward",1074602,20142,107,2001-02,VA,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,223,228,0.709949732,Below Expectations
6589,"Scott, Robert",1074603,39307,107,2001-02,VA,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.046820991,200,214,0.367039293,Below Expectations
6590,"Sensenbrenner, F.",1074909,14657,107,2001-02,WI,9,0,12,6,11,11,5,16,6,6,5,3,0,0,0,0,0,13.76997089,2,228,5.15770483,Exceeds Expectations
6591,"Serrano, Jose",1073216,29134,107,2001-02,NY,16,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.171676964,139,214,0.439280391,Below Expectations
6592,"Sessions, Pete",1074305,29759,107,2001-02,TX,5,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0.421201438,157,228,0.854431927,Below Expectations
6593,"Shadegg, John",1070304,29501,107,2001-02,AZ,4,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.306261867,173,228,0.926673055,Below Expectations
6594,"Shaw, E.",1070922,14860,107,2001-02,FL,22,0,1,0,1,1,1,22,1,2,2,0,0,0,0,0,0,2.129110336,53,228,1.995736957,Meets Expectations
6595,"Shays, Christopher",1070704,15449,107,2001-02,CT,4,0,1,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1.275675297,94,228,1.779013753,Meets Expectations
6596,"Sherman, Brad",1070524,29707,107,2001-02,CA,24,1,0,0,0,0,0,7,0,0,0,0,1,0,1,1,1,0.224330917,119,214,0.222557113,Meets Expectations
6597,"Sherwood, Don",1073810,29933,107,2001-02,PA,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015606997,224,228,0.782190859,Below Expectations
6598,"Shimkus, John",1071320,29718,107,2001-02,IL,20,0,0,0,0,0,0,16,5,5,5,5,0,0,0,0,0,3.643614769,21,228,0.854431927,Exceeds Expectations
6599,"Shows, Ronnie",1072404,29920,107,2001-02,MS,4,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.26531896,109,214,0.150316015,Exceeds Expectations
6600,"Shuster, Bud",1073809.1,14052,107,2001-02,PA,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.031213993,219,228,1.721325159,Below Expectations
6601,"Shuster, Bill",1073809.2,20134,107,2001-02,PA,9,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0.725601554,129,228,0.709949732,Meets Expectations
6602,"Simmons, Rob",1070702,20109,107,2001-02,CT,2,0,0,0,0,0,0,19,2,1,1,1,2,0,0,0,0,1.100534201,102,228,0.709949732,Exceeds Expectations
6603,"Simpson, Michael",1071202,29910,107,2001-02,ID,2,0,0,0,0,0,0,13,7,5,4,3,0,0,0,0,0,3.088063478,31,228,0.782190859,Exceeds Expectations
6604,"Sisisky, Norman",1074604.1,15060,107,2001-02,VA,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0.728244781,Below Expectations
6605,"Skeen, Joe",1073102,14861,107,2001-02,NM,2,0,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,3.562679291,23,228,1.995736957,Exceeds Expectations
6606,"Skelton, Ike",1072504,14451,107,2001-02,MO,4,1,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0.096725889,172,214,0.944968104,Below Expectations
6607,"Slaughter, Louise",1073228,15444,107,2001-02,NY,28,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.234104961,118,214,0.583762586,Below Expectations
6608,"Smith, Adam",1074709,29768,107,2001-02,WA,9,1,0,0,0,0,0,9,1,1,1,1,0,0,0,0,0,0.81924355,32,214,0.222557113,Exceeds Expectations
6609,"Smith, Christopher",1073004,14863,107,2001-02,NJ,4,0,2,1,2,2,1,48,16,14,13,7,0,0,0,0,0,10.17016602,3,228,5.085464001,Exceeds Expectations
6610,"Smith, Lamar",1074321,15445,107,2001-02,TX,21,0,3,3,3,3,1,13,6,5,4,2,0,0,0,0,0,5.626295567,8,228,1.779013753,Exceeds Expectations
6611,"Smith, Nick",1072207,29364,107,2001-02,MI,7,0,2,1,2,2,2,31,4,3,2,1,0,0,0,0,0,4.432044983,15,228,0.998914123,Exceeds Expectations
6612,"Snyder, Vic",1070402,29703,107,2001-02,AR,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015606997,212,214,0.222557113,Below Expectations
6613,"Solis, Hilda",1070531,20105,107,2001-02,CA,31,1,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0.35877347,81,214,0.078074917,Exceeds Expectations
6614,"Souder, Mark",1071404,29519,107,2001-02,IN,4,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.439385474,156,228,1.490049362,Below Expectations
6615,"Spence, Floyd",1074002.1,13042,107,2001-02,SC,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015606997,225,228,1.793566227,Below Expectations
6616,"Spratt, John",1074005,15064,107,2001-02,SC,5,1,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0.458113879,61,214,0.728244781,Meets Expectations
6617,"Stark, Fortney",1070513,14053,107,2001-02,CA,13,1,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0.377689332,76,214,1.08945024,Below Expectations
6618,"Stearns, Cliff",1070906,15627,107,2001-02,FL,6,0,0,0,0,0,0,21,4,2,1,1,1,0,0,0,0,1.481522202,79,228,1.706772566,Meets Expectations
6619,"Stenholm, Charles",1074317,14664,107,2001-02,TX,17,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.249524474,115,214,0.872726977,Below Expectations
6620,"Strickland, Ted",1073506,29747,107,2001-02,OH,6,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.202890962,126,214,0.222557113,Meets Expectations
6621,"Stump, Bob",1070303,14454,107,2001-02,AZ,3,0,3,3,3,3,1,11,1,2,2,1,0,0,0,0,0,4.067470074,16,228,1.576842904,Exceeds Expectations
6622,"Stupak, Bart",1072201,29360,107,2001-02,MI,1,1,0,0,0,0,0,25,1,2,1,0,5,0,2,2,2,1.121600032,18,214,0.367039293,Exceeds Expectations
6623,"Sullivan, John",1073601.2,20131,107,2001-02,OK,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.115081936,203,228,0.709949732,Below Expectations
6624,"Sununu, John",1072901,29740,107,2001-02,NH,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.078034982,208,228,0.854431927,Below Expectations
6625,"Sweeney, John",1073222,29927,107,2001-02,NY,22,0,0,0,0,0,0,33,1,2,2,0,1,0,0,0,0,1.153089404,97,228,0.782190859,Meets Expectations
6626,"Tancredo, Thomas",1070606,29907,107,2001-02,CO,6,0,2,2,1,1,0,18,1,2,1,1,1,0,0,0,0,2.13206625,52,228,0.782190859,Exceeds Expectations
6627,"Tanner, John",1074208,15628,107,2001-02,TN,8,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.062427986,195,214,0.511521518,Below Expectations
6628,"Tauscher, Ellen",1070510,29705,107,2001-02,CA,10,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0.112370379,164,214,0.222557113,Meets Expectations
6629,"Tauzin, W.",1071803,94679,107,2001-02,LA,3,0,6,5,6,4,2,22,11,12,1,0,0,0,0,0,0,8.282376289,6,228,5.085464001,Exceeds Expectations
6630,"Taylor, Charles",1073311,29135,107,2001-02,NC,11,0,2,2,2,2,1,6,2,0,0,0,1,0,1,1,1,2.620583773,40,228,1.634531498,Exceeds Expectations
6631,"Taylor, Gene",1072405,15637,107,2001-02,MS,5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.070324309,188,214,0.511521518,Below Expectations
6632,"Terry, Lee",1072702,29921,107,2001-02,NE,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.109248981,204,228,0.782190859,Below Expectations
6633,"Thomas, William",1070521,14669,107,2001-02,CA,21,0,9,5,8,7,4,12,0,2,2,0,0,0,0,0,0,8.43012619,5,228,5.15770483,Exceeds Expectations
6634,"Thompson, Bennie",1072402,29368,107,2001-02,MS,2,1,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0.299466878,100,214,0.367039293,Meets Expectations
6635,"Thompson, Mike",1070501,29901,107,2001-02,CA,1,1,0,0,0,0,0,17,3,3,1,0,3,1,1,1,1,1.255231738,14,214,0.150316015,Exceeds Expectations
6636,"Thornberry, Mac",1074313,29572,107,2001-02,TX,13,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0.290654868,175,228,1.490049362,Below Expectations
6637,"Thune, John",1074101,29754,107,2001-02,SD,1,0,0,0,0,0,0,22,1,3,3,1,1,0,1,1,0,1.592810988,73,228,1.417808175,Meets Expectations
6638,"Thurman, Karen",1070905,29330,107,2001-02,FL,5,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.156069964,145,214,0.367039293,Below Expectations
6639,"Tiahrt, Todd",1071604,29524,107,2001-02,KS,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.156069964,198,228,0.926673055,Below Expectations
6640,"Tiberi, Patrick",1073512,20130,107,2001-02,OH,12,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0.153313294,199,228,0.709949732,Below Expectations
6641,"Tierney, John",1072106,29730,107,2001-02,MA,6,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.14046298,154,214,0.222557113,Meets Expectations
6642,"Toomey, Patrick",1073815,29935,107,2001-02,PA,15,0,0,0,0,0,0,14,3,3,2,1,1,0,1,1,1,1.623235464,71,228,1.345567107,Meets Expectations
6643,"Towns, Edolphus",1073210,15072,107,2001-02,NY,10,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0.206012353,123,214,0.728244781,Below Expectations
6644,"Traficant, James",1073517,15121,107,2001-02,OH,17,1,0,0,0,0,0,24,2,1,1,0,3,1,1,1,0,0.955259025,25,214,0.656003714,Meets Expectations
6645,"Turner, Jim",1074302,29758,107,2001-02,TX,2,1,0,0,0,0,0,7,2,2,2,1,0,0,0,0,0,1.164987087,16,214,0.222557113,Exceeds Expectations
